member_id,age,country,balance,credit_card_score,personal_loan_score,investment_score,mobile_banking_score,premium_account_score,top_product,top_score
MEM_00049,37,Germany,103769.22,0.9999945647727392,0.3938437817799446,0.4607303243212529,0.2971893827070911,0.11539275449185217,credit_card,0.9999945647727392
MEM_00050,44,Germany,116363.37,0.999995382434645,0.31578437541965126,0.5946479692612731,0.5334734519772786,0.707527417426464,credit_card,0.999995382434645
MEM_00051,36,Germany,146050.97,6.096132164948605e-06,0.48570524332228704,0.6049205163493891,0.37653135004001403,0.44739490691896655,investment,0.6049205163493891
MEM_00052,33,France,0.0,5.6020570816278926e-06,0.5335111829522007,0.48449798607612404,0.27071298837848473,0.30061302273706425,personal_loan,0.5335111829522007
MEM_00053,41,Germany,125561.97,5.944597370804111e-06,0.4401858116186298,0.27660550613371543,0.22103070898057955,0.5550955618380828,premium_account,0.5550955618380828
MEM_00054,42,Germany,98495.72,0.9999950917166103,0.13384617622705422,0.47689489941547714,0.22753609277975995,0.4417131483390195,credit_card,0.9999950917166103
MEM_00055,43,France,125211.92,0.9999946915282897,0.37714796012707463,0.45586990394553983,0.5134751464505987,0.297887911065677,credit_card,0.9999946915282897
MEM_00056,45,France,127864.4,0.9999950735531372,0.4669547386450669,0.5671841393349729,0.2865610909079946,0.5808329897189273,credit_card,0.9999950735531372
MEM_00057,19,Germany,75888.2,4.891443157491256e-06,0.18071155203743056,0.19744600657505937,0.5948789055791637,0.6380822206582476,premium_account,0.6380822206582476
MEM_00058,66,Spain,0.0,0.9999963059865131,0.8234033410487491,0.09628906449454507,0.31602477271319784,0.12353035444109751,credit_card,0.9999963059865131
MEM_00059,51,France,40685.92,0.9999960118619771,0.359900040525198,0.23787630449342814,0.47994060899462776,0.4248160573298611,credit_card,0.9999960118619771
MEM_00060,35,Germany,136857.0,5.468517182423512e-06,0.3941231317997948,0.509509525921148,0.45147211905349854,0.556468034386305,premium_account,0.556468034386305
MEM_00061,27,Germany,152328.88,4.912454139195624e-06,0.19241869492411826,0.8037838515385339,0.2770482143139183,0.6832583154415951,investment,0.8037838515385339
MEM_00062,33,Spain,56084.69,3.977814603399072e-06,0.20601919902847776,0.3991582658392602,0.3683444306045805,0.15507351248703738,investment,0.3991582658392602
MEM_00063,56,Spain,78707.16,0.9999947045492786,0.27261728329491286,0.37652932431842034,0.3141652763758428,0.7119647569057352,credit_card,0.9999947045492786
MEM_00064,26,Germany,109166.37,0.9999948104756367,0.24553223973854144,0.7064236591137024,0.5175893303064755,0.4720301129639086,credit_card,0.9999948104756367
MEM_00065,36,Germany,169831.46,0.9999949386734915,0.486107120645786,0.36306750319450926,0.7348681616552365,0.8192206068590266,credit_card,0.9999949386734915
MEM_00066,34,Germany,101633.04,0.9999933392357023,0.07680567269912811,0.306810522120567,0.31126616839115495,0.43943772427018934,credit_card,0.9999933392357023
MEM_00067,43,Germany,123180.01,0.9999955011076421,0.527949764074325,0.5931930713645454,0.4475561997018172,0.7621166249203501,credit_card,0.9999955011076421
MEM_00068,35,Germany,150725.53,5.110112173632867e-06,0.710541534939289,0.6719986249018395,0.6072476640010254,0.48449787568356434,personal_loan,0.710541534939289
MEM_00069,21,France,98373.26,0.9999955642332979,0.2349767739158926,0.3579201461382527,0.26307161647762456,0.566426344796333,credit_card,0.9999955642332979
MEM_00070,58,Germany,133745.44,0.9999955176570132,0.2662101163404959,0.4993200065549739,0.19284999148446286,0.7445606116952956,credit_card,0.9999955176570132
MEM_00071,29,France,0.0,0.9999954189845736,0.38122743077510757,0.3758882153755051,0.5706119479652871,0.5664561596661529,credit_card,0.9999954189845736
MEM_00072,37,Spain,163607.18,4.626249290616029e-06,0.6734143848488594,0.2687426233589882,0.4798431884854893,0.30993157322909237,personal_loan,0.6734143848488594
MEM_00073,25,Germany,157780.84,0.9999954207883315,0.31350906777086374,0.5871851471542042,0.5578340509510977,0.48579706840229003,credit_card,0.9999954207883315
MEM_00074,36,France,0.0,5.175967835449708e-06,0.45849978526263596,0.2955473784842962,0.5868725702827735,0.39107755699274116,mobile_banking,0.5868725702827735
MEM_00075,21,France,178718.19,0.9999945341997022,0.1049262838010449,0.49558403379484817,0.35073559401690774,0.3247303248155218,credit_card,0.9999945341997022
MEM_00076,55,France,0.0,0.9999947414193273,0.40070202746915173,0.41789736452249704,0.6076609110769181,0.5111173205459422,credit_card,0.9999947414193273
MEM_00077,32,France,0.0,0.9999948972316534,0.628122738956019,0.4554891404890967,0.6347604179289703,0.5398778962497413,credit_card,0.9999948972316534
MEM_00078,33,Spain,77253.22,4.188949776897527e-06,0.3972283007571801,0.721015960819532,0.5340709716955288,0.21968741382712656,investment,0.721015960819532
MEM_00079,41,Germany,122189.66,0.9999961088890164,0.7135011932793255,0.11977365704981525,0.22623718267688306,0.8210227111898104,credit_card,0.9999961088890164
MEM_00080,34,France,96645.54,4.5928767979305564e-06,0.3271419028499321,0.6443970379833963,0.34870623417409186,0.23264095082211875,investment,0.6443970379833963
MEM_00081,32,France,0.0,0.9999953159993469,0.3928175535244688,0.329097612259291,0.15413069086089778,0.1705512864957164,credit_card,0.9999953159993469
MEM_00082,36,France,0.0,5.385384088794005e-06,0.34128511541254897,0.30727518158795647,0.45829503524656495,0.17487454299553798,mobile_banking,0.45829503524656495
MEM_00083,34,France,90307.62,0.999994222520575,0.6435627568799138,0.4240751443839452,0.49930811090328286,0.3410712207034827,credit_card,0.999994222520575
MEM_00084,46,France,0.0,0.9999953679330853,0.3245969078816028,0.6234561245418817,0.6588432417001145,0.3053236050597703,credit_card,0.9999953679330853
MEM_00085,75,Spain,0.0,0.9999955766176489,0.36281983857337075,0.38483906542589474,0.4115976213624677,0.667353410779048,credit_card,0.9999955766176489
MEM_00086,22,Spain,121681.82,0.9999941982389937,0.1371355634108116,0.26121848769257094,0.37739852148189834,0.5937552342751,credit_card,0.9999941982389937
MEM_00087,30,France,0.0,0.9999949833405157,0.5688290721391488,0.2570350491380226,0.5191001056639072,0.5073842874790507,credit_card,0.9999949833405157
MEM_00088,46,France,0.0,0.9999943202341768,0.22033073546399914,0.34986489767224,0.3224776877992002,0.4377571357550283,credit_card,0.9999943202341768
MEM_00089,28,Germany,81623.67,0.999994160967054,0.527171710735747,0.36338073435949186,0.47372326819633187,0.39125043398002934,credit_card,0.999994160967054
MEM_00090,44,Spain,0.0,0.9999949705597896,0.6798287319653353,0.33088733280868976,0.2781426155610127,0.3310631672541037,credit_card,0.9999949705597896
MEM_00091,45,France,118626.55,0.9999943117935015,0.39289495387001144,0.7021095710848236,0.260149231569368,0.6482797699317047,credit_card,0.9999943117935015
MEM_00092,36,France,0.0,0.9999945942574309,0.3515353056816638,0.13729021326660168,0.5064733200377453,0.5087646709590635,credit_card,0.9999945942574309
MEM_00093,29,France,0.0,0.9999955867497541,0.5876952415033926,0.22279577889650454,0.6541290543520946,0.31687126612641275,credit_card,0.9999955867497541
MEM_00094,42,Spain,0.0,4.75008318974882e-06,0.4713917338788337,0.4000727991850645,0.4598686494262827,0.29976459338276623,personal_loan,0.4713917338788337
MEM_00095,35,Spain,176273.95,5.6239461983759985e-06,0.42659174897123875,0.5216070345991066,0.17453477773642834,0.4501359732638559,investment,0.5216070345991066
MEM_00096,41,Spain,102827.44,5.504375424131499e-06,0.39930760861408465,0.4636898568315113,0.46674533201408125,0.5649932559695262,premium_account,0.5649932559695262
MEM_00097,29,Germany,97086.4,0.9999943165202312,0.18396911045126269,0.3308311099338287,0.31249334811698465,0.8384143700876047,credit_card,0.9999943165202312
MEM_00098,22,Spain,0.0,5.48132851526892e-06,0.5746000704364774,0.1779937945176983,0.22565873748568216,0.5719832466693516,personal_loan,0.5746000704364774
MEM_00099,34,France,0.0,5.4305884280965695e-06,0.7686293267219901,0.006062428970437834,0.37996172766681396,0.27738913838904317,personal_loan,0.7686293267219901
MEM_00100,40,France,0.0,0.9999944259649574,0.6115825545024376,0.4672493483544881,0.5684384038214917,0.4727893850575838,credit_card,0.9999944259649574
MEM_00101,44,France,0.0,5.266485037771696e-06,0.49295081562895426,0.21907660974600565,0.4237984653053485,0.5336968864471687,premium_account,0.5336968864471687
MEM_00102,31,France,82674.15,0.9999940917967441,0.48870914453804754,0.2898798781847213,0.4676111097227271,0.7199562625266999,credit_card,0.9999940917967441
MEM_00103,36,Spain,0.0,0.9999950423012641,0.5221650318044682,0.21560867230151226,0.43801965490042133,0.5525250721486792,credit_card,0.9999950423012641
MEM_00104,65,Spain,0.0,0.9999955706083095,0.22877858011513905,0.2254026997181827,0.45918077386672107,0.16582483504232312,credit_card,0.9999955706083095
MEM_00105,46,Spain,107073.27,0.9999950803316648,0.4591060497987196,0.47404880334603805,0.6879665969338554,0.5969501093666368,credit_card,0.9999950803316648
MEM_00106,32,Germany,88938.62,0.9999932173428216,0.1628337211874395,0.3730114112112682,0.5918081091112593,0.3708397034188462,credit_card,0.9999932173428216
MEM_00107,36,Germany,99806.85,5.4995213333207805e-06,0.3321518836051301,0.5746166019771923,0.5343591217710774,0.3188872944695911,investment,0.5746166019771923
MEM_00108,33,Spain,150092.8,5.302336293787129e-06,0.4294938734099242,0.5240221437029268,0.34223526552532835,0.4619346210443935,investment,0.5240221437029268
MEM_00109,35,Germany,92833.89,0.9999938329545071,0.5399110120110406,0.4233300162198172,0.24737100873754178,0.4974557001219107,credit_card,0.9999938329545071
MEM_00110,30,Germany,90536.81,5.335411788541452e-06,0.12321998497384748,0.353372133413775,0.6224324594942088,0.5274512990649465,mobile_banking,0.6224324594942088
MEM_00111,39,Germany,108055.1,0.999994946472579,0.415251405399015,0.5620834351009372,0.20888638645681037,0.7149920740649274,credit_card,0.999994946472579
MEM_00112,42,France,100238.35,5.116473039630384e-06,0.11604367887353023,0.26239369781726574,0.28184329636836575,0.3981684354365173,premium_account,0.3981684354365173
MEM_00113,36,Spain,106190.55,5.298018817455834e-06,0.5996646809379257,0.3660312751141393,0.4892620320046602,0.6414582425582307,premium_account,0.6414582425582307
MEM_00114,28,Germany,154475.54,5.088879980743271e-06,0.37399777540151,0.7088392029237915,0.6581277721972169,0.6604573389425007,investment,0.7088392029237915
MEM_00115,30,Germany,132351.29,0.9999962660672129,0.25086286020154064,0.6394858676570432,0.554887064939304,0.6761869654029342,credit_card,0.9999962660672129
MEM_00116,37,Germany,167864.4,0.9999950564945596,0.19625246212548117,0.7693472035151632,0.38726787228045617,0.6906460572070596,credit_card,0.9999950564945596
MEM_00117,41,France,0.0,0.9999950300912434,0.23513694776261632,0.1980054202130429,0.31785851548147653,0.1433770088147238,credit_card,0.9999950300912434
MEM_00118,31,Germany,107818.63,0.9999953254664613,0.2616820859260644,0.8375759733773909,0.5809135961832761,0.7369614841896117,credit_card,0.9999953254664613
MEM_00119,34,Germany,185173.81,0.9999960886442046,0.16079953079722706,0.26701854911417156,0.10213770457272311,0.6205240457465933,credit_card,0.9999960886442046
MEM_00120,34,France,129433.34,5.1267620275219826e-06,0.44429290963992396,0.7859920982295509,0.35506713384040456,0.7848323017153694,investment,0.7859920982295509
MEM_00121,39,Spain,120193.42,5.0107580591531715e-06,0.4988931842231238,0.3893055793146429,0.25196903722065483,0.6247085920866406,premium_account,0.6247085920866406
MEM_00122,39,France,0.0,0.9999948706667406,0.5544883456925482,0.43158290827610324,0.3929927908880984,0.4456532331845091,credit_card,0.9999948706667406
MEM_00123,48,Germany,126384.42,0.9999956801155736,0.739745618246646,0.17805874583216236,0.46043994019078294,0.741328202988119,credit_card,0.9999956801155736
MEM_00124,28,France,0.0,5.300626683512306e-06,0.27912898369894545,0.4324682874341642,0.29411551971608413,0.27272052136186264,investment,0.4324682874341642
MEM_00125,42,France,152603.45,0.9999956789182481,0.4924062881027458,0.06273535792365335,0.14036986842565663,0.7252998836301195,credit_card,0.9999956789182481
MEM_00126,52,France,0.0,4.767691817053579e-06,0.1385947924801643,0.15104716295126175,0.49935461557675254,0.032831343275475926,mobile_banking,0.49935461557675254
MEM_00127,56,Germany,148507.24,0.9999940431479677,0.08388972922260145,0.14138364589783511,0.5412192134735442,0.3144831592433714,credit_card,0.9999940431479677
MEM_00128,41,France,0.0,0.9999938479559648,0.6471886890320986,0.41125313579343187,0.2925053016275049,0.3039211440653347,credit_card,0.9999938479559648
MEM_00129,24,France,101827.07,0.9999948055936416,0.43867335649873823,0.4103653790907287,0.19809611783621167,0.8450966914988116,credit_card,0.9999948055936416
MEM_00130,34,France,0.0,0.9999948602875167,0.5455323271510973,0.5374294078224597,0.7703266439818772,0.34616289362313474,credit_card,0.9999948602875167
MEM_00131,33,Germany,130862.43,0.9999947923334441,0.6735212063467924,0.6993057926819617,0.7221538356613517,0.7764465305598874,credit_card,0.9999947923334441
MEM_00132,38,France,122570.87,0.9999947773312807,0.7565154850913045,0.5901639010833305,0.5974942729288261,0.6341293737685837,credit_card,0.9999947773312807
MEM_00133,25,France,0.0,4.593752266247986e-06,0.06908335774451141,0.16427775598759176,0.7260278423031842,0.2103182269035728,mobile_banking,0.7260278423031842
MEM_00134,39,Germany,124828.46,0.9999943116259383,0.4185359116154284,0.7700790750836883,0.6475074716749201,0.5099928433950228,credit_card,0.9999943116259383
MEM_00135,50,Germany,144895.05,0.9999956698883202,0.5214325394543113,0.6540159849857797,0.5769094515722654,0.6639430935957986,credit_card,0.9999956698883202
MEM_00136,34,Germany,63663.93,6.166112361915995e-06,0.5558698069691707,0.23577561124139593,0.6890948323752405,0.11447799577951186,mobile_banking,0.6890948323752405
MEM_00137,40,France,133463.1,5.63272422919412e-06,0.2846274159557811,0.6307242684293085,0.61954234248875,0.4151197571410003,investment,0.6307242684293085
MEM_00138,48,Spain,213146.2,0.9999938244836748,0.15810942299745026,0.32108949283278365,0.028745107593603495,0.3756668428126373,credit_card,0.9999938244836748
MEM_00139,35,Spain,129490.36,4.105068254237597e-06,0.3594690282511609,0.29101724265572415,0.6057122667442647,0.26275542293823234,mobile_banking,0.6057122667442647
MEM_00140,44,Germany,137452.09,0.999995439024915,0.31025590741108316,0.6877172178649728,0.25239531223072287,0.6265880500303334,credit_card,0.999995439024915
MEM_00141,34,France,0.0,0.9999949942461652,0.48977243901344975,0.32795134617949884,0.6485087142029209,0.23835424757239987,credit_card,0.9999949942461652
MEM_00142,43,France,125851.93,0.9999949127991987,0.36449089913651606,0.2538488392284764,0.4553426223166852,0.6062073071667847,credit_card,0.9999949127991987
MEM_00143,52,Spain,0.0,0.9999941507439403,0.07842632280142568,0.39168646223672193,0.35085292406179863,0.27733151065109135,credit_card,0.9999941507439403
MEM_00144,31,France,40915.55,0.9999952011233824,0.40187758302104404,0.3144925506857869,0.4004826953429131,0.332101227222953,credit_card,0.9999952011233824
MEM_00145,21,Spain,113157.22,0.9999945664759594,0.7143424469550915,0.23075236290282433,0.3750940453898427,0.5259647458865351,credit_card,0.9999945664759594
MEM_00146,29,Spain,138296.94,0.9999949679353358,0.3214087502272085,0.565933478500872,0.3176960169492295,0.4591643046823471,credit_card,0.9999949679353358
MEM_00147,37,France,106967.18,5.5015872680654985e-06,0.4796113545661971,0.5175402840343188,0.23185239835078483,0.49523253612986173,investment,0.5175402840343188
MEM_00148,44,France,120681.63,0.9999948622574873,0.48411400915948455,0.4848148407505142,0.2873985985921617,0.6356691135268934,credit_card,0.9999948622574873
MEM_00149,32,France,0.0,5.349339706163332e-06,0.12139017126929708,0.007059283113473184,0.5362659389848938,0.10696638518148181,mobile_banking,0.5362659389848938
MEM_00150,32,Spain,0.0,0.9999942772318904,0.5315541658932887,0.38155109423262773,0.3446500738887765,0.4377703856425372,credit_card,0.9999942772318904
MEM_00151,48,France,0.0,0.9999944103911704,0.3528822566131648,0.2254698896098347,0.4416981708735746,0.5624345589215944,credit_card,0.9999944103911704
MEM_00152,42,Spain,0.0,0.9999949782578736,0.6024450828561674,0.33416770112132277,0.22773413086135383,0.4206959584461205,credit_card,0.9999949782578736
MEM_00153,37,France,127609.59,0.9999946108022348,0.3531795904416561,0.5703347548346037,0.14503445134711135,0.3063035133511907,credit_card,0.9999946108022348
MEM_00154,43,France,0.0,0.999994634818879,0.44799716279730367,0.1985419437519513,0.5874256224310421,0.4714888955867283,credit_card,0.999994634818879
MEM_00155,57,Spain,0.0,0.9999951381115563,0.18252304641311048,0.24414156058411277,0.07171883755821354,0.39838147867179213,credit_card,0.9999951381115563
MEM_00156,33,France,0.0,5.655757986789327e-06,0.5631526470748486,0.36814173161562097,0.41833858149254655,0.44164790830951023,personal_loan,0.5631526470748486
MEM_00157,28,Spain,0.0,0.9999947534531366,0.38127699685941524,0.287023714143237,0.6327592055359486,0.21778597082805076,credit_card,0.9999947534531366
MEM_00158,73,France,97259.25,4.668440246842856e-06,0.1813711371041604,0.5715801953556642,0.2758054569038737,0.6476056438639574,premium_account,0.6476056438639574
MEM_00159,33,Germany,123246.7,5.837532838668923e-06,0.18261097481311597,0.48092604483612467,0.32047485712869894,0.40916944521687215,investment,0.48092604483612467
MEM_00160,22,Spain,101060.25,5.2887337651192794e-06,0.14497397441100124,0.4162888340409334,0.47259088726006987,0.688267554291713,premium_account,0.688267554291713
MEM_00161,30,France,0.0,0.999994532653538,0.23049139417731757,0.207437859517449,0.41660736527409736,0.2671629687646926,credit_card,0.999994532653538
MEM_00162,49,France,108007.36,5.380488051336189e-06,0.2600147179337388,0.27478752088031383,0.13852202191850582,0.5193708888937224,premium_account,0.5193708888937224
MEM_00163,36,Spain,0.0,0.999994768271779,0.2995799046620674,0.35407320950766297,0.5939997548217245,0.2249554078032127,credit_card,0.999994768271779
MEM_00164,29,Spain,133702.89,0.9999945739471219,0.058175433414459445,0.23074067273378937,0.4022193071468686,0.4591958049423175,credit_card,0.9999945739471219
MEM_00165,31,Germany,125189.75,0.9999956762648198,0.523583108720347,0.6875748562426567,0.7482340713377487,0.5217837664106773,credit_card,0.9999956762648198
MEM_00166,24,Germany,113034.22,0.9999950075785743,0.4302471486704998,0.3168357566278287,0.23208714940040984,0.590075101220217,credit_card,0.9999950075785743
MEM_00167,41,Spain,109013.23,0.9999944712822295,0.4112656055367472,0.338371109606662,0.2529698667619398,0.41282418635493473,credit_card,0.9999944712822295
MEM_00168,39,Spain,0.0,0.9999948907711816,0.43643099341566766,0.3728953005131703,0.3809397461862868,0.21074806739558474,credit_card,0.9999948907711816
MEM_00169,24,Germany,57929.81,5.1062983528937516e-06,0.4444254285263718,0.16096587056787504,0.22922775328809838,0.6136336331759811,premium_account,0.6136336331759811
MEM_00170,29,France,130114.39,0.9999954416012783,0.33231238514058703,0.23986959027558663,0.4841522872610328,0.4335076532169485,credit_card,0.9999954416012783
MEM_00171,27,Germany,95826.49,0.9999945243268622,0.6347377098332972,0.7025893181140048,0.5678811471469561,0.38900096907694276,credit_card,0.9999945243268622
MEM_00172,44,Germany,129608.57,0.9999937554978232,0.476756700717104,0.42621965149254387,0.613284926362577,0.4412120897943892,credit_card,0.9999937554978232
MEM_00173,30,France,169462.09,0.9999950984679603,0.11961390648787346,0.30649691379146327,0.6738095234977687,0.3498509135906308,credit_card,0.9999950984679603
MEM_00174,40,France,0.0,0.9999942756763448,0.576016176521486,0.27405320796994237,0.5215802030658928,0.3988632926393551,credit_card,0.9999942756763448
MEM_00175,35,Spain,133868.21,0.9999950455120494,0.2634363082405269,0.5439894497152792,0.7446739350620714,0.37821040105469844,credit_card,0.9999950455120494
MEM_00176,30,France,0.0,0.9999945367517977,0.3295907097861268,0.14037906253189683,0.6345402337256812,0.13561380433440073,credit_card,0.9999945367517977
MEM_00177,36,Germany,190479.48,5.348987391263489e-06,0.21601874363036386,0.24138091165050726,0.5891001680667012,0.3877103577397162,mobile_banking,0.5891001680667012
MEM_00178,40,Spain,101993.12,5.396294561847545e-06,0.5049910552857843,0.4825355141272271,0.4366553707649578,0.4348700458393788,personal_loan,0.5049910552857843
MEM_00179,55,Germany,161608.81,0.999994119433272,0.12854116890934328,0.5854928195092243,0.14213115399390217,0.3407746777214376,credit_card,0.999994119433272
MEM_00180,45,Spain,122311.21,0.9999944150872256,0.10267566195443259,0.39709930533032683,0.22956719138389,0.5192550894388701,credit_card,0.9999944150872256
MEM_00181,65,France,0.0,0.9999957215749181,0.78489546357704,0.07193070133153634,0.6279553853743863,0.057432338638982554,credit_card,0.9999957215749181
